"","Project.ID","Borough","MedianActualRent","BedroomSize"
"1272",58908,"Brooklyn",2156,"1-BR"
"1273",58908,"Brooklyn",0,"2-BR"
"1274",53157,"Brooklyn",537,"2-BR"
"1275",53157,"Brooklyn",980,"6-BR"
"1276",53157,"Brooklyn",1123,"2-BR"
"1277",53157,"Brooklyn",445,"STUDIO"
"1278",53157,"Brooklyn",758,"3-BR"
"1279",53157,"Brooklyn",901,"4-BR"
"1280",53157,"Brooklyn",808,"STUDIO"
"1281",53157,"Brooklyn",790,"3-BR"
"1282",52737,"Brooklyn",937,"1-BR"
"1283",52737,"Brooklyn",907.5,"2-BR"
"1284",52737,"Brooklyn",935,"1-BR"
"1285",52737,"Brooklyn",308,"2-BR"
"1286",52737,"Brooklyn",800,"2-BR"
"1287",52737,"Brooklyn",664,"2-BR"
"1288",53157,"Brooklyn",696,"3-BR"
"1289",53157,"Brooklyn",913,"5-BR"
"1290",52737,"Brooklyn",926,"1-BR"
"1291",52737,"Brooklyn",1359,"3-BR"
"1292",52737,"Brooklyn",1079,"4-BR"
"1293",52737,"Brooklyn",1206,"1-BR"
"1294",52737,"Brooklyn",920,"2-BR"
"1295",52737,"Brooklyn",920,"2-BR"
"1296",52737,"Brooklyn",926,"1-BR"
"1297",52737,"Brooklyn",1359,"3-BR"
"1298",52737,"Brooklyn",1206,"1-BR"
"1299",52737,"Brooklyn",1079,"4-BR"
"1300",53157,"Brooklyn",750,"3-BR"
"1301",53157,"Brooklyn",543,"1-BR"
"1302",53157,"Brooklyn",750,"3-BR"
"1303",53157,"Brooklyn",685,"2-BR"
"1304",53157,"Brooklyn",760,"2-BR"
"1305",53157,"Brooklyn",750,"3-BR"
"1306",53157,"Brooklyn",605,"2-BR"
"1307",53157,"Brooklyn",558,"3-BR"
"1308",53157,"Brooklyn",801,"3-BR"
"1309",52757,"Brooklyn",926,"3-BR"
"1310",52757,"Brooklyn",954,"1-BR"
"1311",52757,"Brooklyn",827,"2-BR"
"1312",52757,"Brooklyn",665.5,"STUDIO"
"1313",52757,"Brooklyn",804,"2-BR"
"1314",52757,"Brooklyn",702.5,"1-BR"
"1315",52757,"Brooklyn",1023,"3-BR"
"1316",53157,"Brooklyn",646,"2-BR"
"1317",53157,"Brooklyn",785,"3-BR"
"1318",52737,"Brooklyn",817,"4-BR"
"1319",52737,"Brooklyn",817,"4-BR"
"1320",52737,"Brooklyn",668,"3-BR"
"1321",52737,"Brooklyn",668,"3-BR"
"1322",52737,"Brooklyn",496,"1-BR"
"1323",52737,"Brooklyn",496,"1-BR"
"1324",53011,"Brooklyn",1154,"3-BR"
"1325",53011,"Brooklyn",1081.5,"2-BR"
"1326",53011,"Brooklyn",915.5,"1-BR"
"1327",53011,"Brooklyn",1149,"2-BR"
"1328",53011,"Brooklyn",867,"STUDIO"
"1329",53157,"Brooklyn",750,"3-BR"
"1330",53157,"Brooklyn",860,"4-BR"
"1331",60431,"Brooklyn",2301,"2-BR"
"1332",60431,"Brooklyn",1938,"1-BR"
"1333",60431,"Brooklyn",2404,"3-BR"
"1334",60431,"Brooklyn",1926,"1-BR"
"1335",53157,"Brooklyn",600,"1-BR"
"1336",53157,"Brooklyn",1153.5,"4-BR"
"1337",53157,"Brooklyn",504,"STUDIO"
"1338",53157,"Brooklyn",514,"STUDIO"
"1339",53157,"Brooklyn",735,"5-BR"
"1340",53157,"Brooklyn",1447,"4-BR"
"1341",53157,"Brooklyn",790,"4-BR"
"1342",53157,"Brooklyn",685,"2-BR"
"1343",53157,"Brooklyn",750,"3-BR"
"1344",53157,"Brooklyn",600,"1-BR"
"1345",53157,"Brooklyn",860,"4-BR"
"1346",53157,"Brooklyn",860,"4-BR"
"1347",53157,"Brooklyn",685,"2-BR"
"1348",53157,"Brooklyn",750,"3-BR"
"1349",53157,"Brooklyn",600,"1-BR"
"1350",53157,"Brooklyn",731.5,"3-BR"
"1351",53157,"Brooklyn",750,"3-BR"
"1352",53157,"Brooklyn",750,"3-BR"
"1353",53157,"Brooklyn",685,"2-BR"
"1354",53157,"Brooklyn",600,"1-BR"
"1355",53157,"Brooklyn",750,"3-BR"
"1356",52665,"Brooklyn",821,"3-BR"
"1357",52665,"Brooklyn",450,"1-BR"
"1358",52665,"Brooklyn",693,"2-BR"
"1359",50059,"Brooklyn",1182,"3-BR"
"1360",50059,"Brooklyn",1025,"2-BR"
"1361",50059,"Brooklyn",847,"1-BR"
"1362",50059,"Brooklyn",690,"1-BR"
"1363",50059,"Brooklyn",788,"STUDIO"
"1364",50059,"Brooklyn",864,"1-BR"
"1365",50059,"Brooklyn",1046,"2-BR"
"1366",50059,"Brooklyn",690,"1-BR"
"1367",50059,"Brooklyn",1182,"3-BR"
"1368",50206,"Brooklyn",1002,"2-BR"
"1369",50206,"Brooklyn",324,"2-BR"
"1370",50206,"Brooklyn",816,"3-BR"
"1371",50206,"Brooklyn",853.5,"1-BR"
"1372",50206,"Brooklyn",853,"3-BR"
"1373",50206,"Brooklyn",1106,"3-BR"
"1374",50206,"Brooklyn",681,"1-BR"
"1375",50206,"Brooklyn",0,"2-BR"
"1376",50206,"Brooklyn",1070.5,"2-BR"
"1377",50206,"Brooklyn",801,"1-BR"
"1378",50206,"Brooklyn",1200.5,"4-BR"
"1379",50206,"Brooklyn",1084,"3-BR"
"1380",50206,"Brooklyn",1239.5,"4-BR"
"1381",50206,"Brooklyn",827,"2-BR"
"1382",50206,"Brooklyn",749.5,"1-BR"
"1383",53157,"Brooklyn",693,"3-BR"
"1384",53157,"Brooklyn",687,"1-BR"
"1385",53157,"Brooklyn",692,"2-BR"
"1386",53157,"Brooklyn",768.5,"3-BR"
"1387",53157,"Brooklyn",1447,"4-BR"
"1388",53157,"Brooklyn",800,"3-BR"
"1389",53157,"Brooklyn",756.5,"2-BR"
"1390",53157,"Brooklyn",1319,"5-BR"
"1391",53157,"Brooklyn",650,"5-BR"
"1392",53157,"Brooklyn",745,"3-BR"
"1393",53157,"Brooklyn",600,"2-BR"
"1394",53157,"Brooklyn",714,"3-BR"
"1395",53157,"Brooklyn",578,"2-BR"
"1396",50059,"Brooklyn",864,"1-BR"
"1397",50059,"Brooklyn",847,"1-BR"
"1398",50059,"Brooklyn",1182,"1-BR"
"1399",50059,"Brooklyn",847,"1-BR"
"1400",52752,"Brooklyn",934,"2-BR"
"1401",52752,"Brooklyn",824,"2-BR"
"1402",52752,"Brooklyn",672.5,"1-BR"
"1403",52752,"Brooklyn",797,"1-BR"
"1404",52752,"Brooklyn",927,"2-BR"
"1405",52752,"Brooklyn",815,"2-BR"
"1406",52752,"Brooklyn",784.5,"1-BR"
"1407",52752,"Brooklyn",215,"STUDIO"
"1408",52752,"Brooklyn",779,"2-BR"
"1409",52752,"Brooklyn",298.5,"STUDIO"
"1410",52752,"Brooklyn",898,"2-BR"
"1411",52752,"Brooklyn",218.5,"STUDIO"
"1412",52752,"Brooklyn",964,"2-BR"
"1413",52752,"Brooklyn",806,"2-BR"
"1414",52756,"Brooklyn",766,"1-BR"
"1415",52756,"Brooklyn",489,"2-BR"
"1416",52756,"Brooklyn",935,"1-BR"
"1417",53157,"Brooklyn",661.5,"2-BR"
"1418",53157,"Brooklyn",790,"4-BR"
"1419",53157,"Brooklyn",685,"4-BR"
"1420",53157,"Brooklyn",784,"2-BR"
"1421",53157,"Brooklyn",637,"3-BR"
"1422",50207,"Brooklyn",736,"2-BR"
"1423",50207,"Brooklyn",734,"2-BR"
"1424",50059,"Brooklyn",807,"STUDIO"
"1425",50059,"Brooklyn",788,"STUDIO"
"1426",53157,"Brooklyn",1123,"2-BR"
"1427",53157,"Brooklyn",1021,"3-BR"
"1428",52752,"Brooklyn",799,"2-BR"
"1429",52752,"Brooklyn",828,"2-BR"
"1430",52752,"Brooklyn",1119,"3-BR"
"1431",50059,"Brooklyn",983,"3-BR"
"1432",50059,"Brooklyn",1323,"4-BR"
"1433",50059,"Brooklyn",1236,"3-BR"
"1434",50059,"Brooklyn",1070.5,"3-BR"
"1435",50059,"Brooklyn",964,"3-BR"
"1436",50059,"Brooklyn",1182,"3-BR"
"1437",50059,"Brooklyn",1349,"4-BR"
"1438",53157,"Brooklyn",961,"4-BR"
"1439",53157,"Brooklyn",584,"2-BR"
"1440",53157,"Brooklyn",536,"3-BR"
"1441",53157,"Brooklyn",447,"2-BR"
"1442",53157,"Brooklyn",948,"2-BR"
"1443",53157,"Brooklyn",1292,"3-BR"
"1444",53157,"Brooklyn",860,"4-BR"
"1445",53157,"Brooklyn",546,"2-BR"
"1446",53157,"Brooklyn",815,"4-BR"
"1447",53157,"Brooklyn",600,"1-BR"
"1448",58864,"Brooklyn",945.5,"2-BR"
"1449",58864,"Brooklyn",728,"1-BR"
"1450",58864,"Brooklyn",867.5,"2-BR"
"1451",53157,"Brooklyn",651,"2-BR"
"1452",53157,"Brooklyn",629.5,"2-BR"
"1453",53157,"Brooklyn",692.5,"2-BR"
"1454",53157,"Brooklyn",585,"2-BR"
"1455",53157,"Brooklyn",725,"3-BR"
"1456",53157,"Brooklyn",685,"2-BR"
"1457",53157,"Brooklyn",699,"2-BR"
"1458",53157,"Brooklyn",1065,"4-BR"
"1459",53157,"Brooklyn",1123,"2-BR"
"1460",50206,"Brooklyn",0,"1-BR"
"1461",50206,"Brooklyn",0,"STUDIO"
"1462",50206,"Brooklyn",337,"1-BR"
"1463",50206,"Brooklyn",870,"STUDIO"
"1464",50206,"Brooklyn",940,"1-BR"
"1465",52757,"Brooklyn",826,"2-BR"
"1466",52757,"Brooklyn",829,"1-BR"
"1467",52757,"Brooklyn",940,"3-BR"
"1468",52757,"Brooklyn",1031,"3-BR"
"1469",52757,"Brooklyn",1303,"1-BR"
"1470",52757,"Brooklyn",893,"STUDIO"
"1471",53157,"Brooklyn",848,"3-BR"
"1472",53157,"Brooklyn",836,"3-BR"
"1473",53157,"Brooklyn",523,"1-BR"
"1474",53157,"Brooklyn",606,"1-BR"
"1475",53157,"Brooklyn",702,"2-BR"
"1476",53157,"Brooklyn",685,"2-BR"
"1477",53157,"Brooklyn",804,"4-BR"
"1478",53157,"Brooklyn",758,"4-BR"
"1479",53157,"Brooklyn",728.5,"3-BR"
"1480",53157,"Brooklyn",1292,"3-BR"
"1481",53157,"Brooklyn",643,"2-BR"
"1482",58864,"Brooklyn",974,"2-BR"
"1483",58864,"Brooklyn",850,"1-BR"
"1484",58864,"Brooklyn",643,"1-BR"
"1485",58864,"Brooklyn",1081,"2-BR"
"1486",50193,"Brooklyn",913,"1-BR"
"1487",50193,"Brooklyn",434,"1-BR"
"1488",50193,"Brooklyn",846,"1-BR"
"1489",50193,"Brooklyn",394,"1-BR"
"1490",50206,"Brooklyn",922,"1-BR"
"1491",50206,"Brooklyn",475,"3-BR"
"1492",50206,"Brooklyn",1311,"3-BR"
"1493",50206,"Brooklyn",1367,"3-BR"
"1494",50206,"Brooklyn",0,"3-BR"
"1495",50206,"Brooklyn",1777,"2-BR"
"1496",50206,"Brooklyn",940,"1-BR"
"1497",50206,"Brooklyn",670,"4-BR"
"1498",50206,"Brooklyn",694,"4-BR"
"1499",50206,"Brooklyn",0,"2-BR"
"1500",50206,"Brooklyn",825,"3-BR"
"1501",50206,"Brooklyn",791,"3-BR"
"1502",50206,"Brooklyn",618,"2-BR"
"1503",50206,"Brooklyn",922,"1-BR"
"1504",50206,"Brooklyn",922,"1-BR"
"1505",50206,"Brooklyn",886.5,"2-BR"
"1506",50206,"Brooklyn",940,"STUDIO"
"1507",50206,"Brooklyn",1135,"2-BR"
"1508",50206,"Brooklyn",0,"4-BR"
"1509",50206,"Brooklyn",940,"1-BR"
"1510",50206,"Brooklyn",0,"1-BR"
"1511",50206,"Brooklyn",1985,"4-BR"
"1512",50206,"Brooklyn",0,"2-BR"
"1513",48908,"Brooklyn",0,"2-BR"
"1514",52757,"Brooklyn",1018,"2-BR"
"1515",52757,"Brooklyn",11440,"1-BR"
"1516",52757,"Brooklyn",1265,"3-BR"
"1517",52757,"Brooklyn",835,"2-BR"
"1518",52757,"Brooklyn",807,"1-BR"
"1519",50059,"Brooklyn",704,"1-BR"
"1520",50059,"Brooklyn",864,"1-BR"
"1521",50059,"Brooklyn",530,"1-BR"
"1522",50059,"Brooklyn",847,"1-BR"
"1523",53157,"Brooklyn",555,"3-BR"
"1524",53157,"Brooklyn",612,"2-BR"
"1525",53157,"Brooklyn",750,"2-BR"
"1526",53157,"Brooklyn",640,"2-BR"
"1527",53157,"Brooklyn",860,"4-BR"
"1528",53157,"Brooklyn",1123,"2-BR"
"1529",53157,"Brooklyn",599,"2-BR"
"1530",53157,"Brooklyn",828,"4-BR"
"1531",53157,"Brooklyn",735,"1-BR"
"1532",53157,"Brooklyn",867,"STUDIO"
"1533",53157,"Brooklyn",594,"4-BR"
"1534",53157,"Brooklyn",600,"1-BR"
"1535",53157,"Brooklyn",1447,"4-BR"
"1536",53157,"Brooklyn",851,"4-BR"
"1537",53157,"Brooklyn",685,"2-BR"
"1538",53157,"Brooklyn",929,"2-BR"
"1539",53157,"Brooklyn",782,"4-BR"
"1540",53157,"Brooklyn",607,"1-BR"
"1541",53157,"Brooklyn",1447,"4-BR"
"1542",53157,"Brooklyn",735,"4-BR"
"1543",53157,"Brooklyn",460,"1-BR"
"1544",53157,"Brooklyn",636,"2-BR"
"1545",50193,"Brooklyn",484,"3-BR"
"1546",50193,"Brooklyn",853,"2-BR"
"1547",50193,"Brooklyn",686.5,"3-BR"
"1548",50193,"Brooklyn",377.5,"STUDIO"
"1549",50193,"Brooklyn",675,"3-BR"
"1550",50193,"Brooklyn",847,"STUDIO"
"1551",50193,"Brooklyn",851,"1-BR"
"1552",50193,"Brooklyn",821,"1-BR"
"1553",50193,"Brooklyn",913,"1-BR"
"1554",50193,"Brooklyn",895,"1-BR"
"1555",50193,"Brooklyn",756.5,"1-BR"
"1556",50193,"Brooklyn",623,"1-BR"
"1557",50193,"Brooklyn",913,"1-BR"
"1558",50193,"Brooklyn",866,"1-BR"
"1559",50193,"Brooklyn",698,"1-BR"
"1560",50193,"Brooklyn",720,"STUDIO"
"1561",50193,"Brooklyn",781.5,"1-BR"
"1562",53157,"Brooklyn",200,"1-BR"
"1563",53157,"Brooklyn",414,"STUDIO"
"1564",53157,"Brooklyn",860,"4-BR"
"1565",53157,"Brooklyn",810,"4-BR"
"1566",53157,"Brooklyn",737,"3-BR"
"1567",53157,"Brooklyn",750,"3-BR"
"1568",53157,"Brooklyn",1292,"3-BR"
"1569",53157,"Brooklyn",750,"STUDIO"
"1570",58864,"Brooklyn",710,"1-BR"
"1571",58864,"Brooklyn",472,"STUDIO"
"1572",53157,"Brooklyn",860,"5-BR"
"1573",53157,"Brooklyn",666,"3-BR"
"1574",53157,"Brooklyn",789.5,"3-BR"
"1575",53157,"Brooklyn",505,"STUDIO"
"1576",53157,"Brooklyn",488,"STUDIO"
"1577",53157,"Brooklyn",800,"2-BR"
"1578",53157,"Brooklyn",685,"2-BR"
"1579",53157,"Brooklyn",600,"1-BR"
"1580",53157,"Brooklyn",846,"3-BR"
"1581",53157,"Brooklyn",526,"1-BR"
"1582",53157,"Brooklyn",810,"5-BR"
"1583",53157,"Brooklyn",1123,"2-BR"
"1584",53157,"Brooklyn",607,"1-BR"
"1585",53157,"Brooklyn",618,"3-BR"
"1586",53157,"Brooklyn",1067,"3-BR"
"1587",50206,"Brooklyn",775,"3-BR"
"1588",50206,"Brooklyn",613,"3-BR"
"1589",50206,"Brooklyn",1134,"STUDIO"
"1590",50206,"Brooklyn",954,"2-BR"
"1591",50206,"Brooklyn",1524,"4-BR"
"1592",50206,"Brooklyn",0,"4-BR"
"1593",50206,"Brooklyn",608,"2-BR"
"1594",50206,"Brooklyn",1035,"4-BR"
"1595",50206,"Brooklyn",395.5,"2-BR"
"1596",50206,"Brooklyn",602,"1-BR"
"1597",50206,"Brooklyn",782.5,"3-BR"
"1598",50206,"Brooklyn",641,"1-BR"
"1599",50206,"Brooklyn",595,"1-BR"
"1600",53157,"Brooklyn",720,"3-BR"
"1601",53157,"Brooklyn",560,"1-BR"
"1602",53157,"Brooklyn",931,"1-BR"
"1603",53157,"Brooklyn",799,"4-BR"
"1604",53157,"Brooklyn",860,"4-BR"
"1605",53157,"Brooklyn",685,"2-BR"
"1606",53157,"Brooklyn",546,"1-BR"
"1607",53157,"Brooklyn",685,"3-BR"
"1608",50206,"Brooklyn",1531,"2-BR"
"1609",50206,"Brooklyn",1135,"2-BR"
"1610",50206,"Brooklyn",0,"1-BR"
"1611",50206,"Brooklyn",0,"2-BR"
"1612",50223,"Brooklyn",1066,"1-BR"
"1613",50223,"Brooklyn",1265,"3-BR"
"1614",50223,"Brooklyn",840,"3-BR"
"1615",50223,"Brooklyn",1103.5,"1-BR"
"1616",50223,"Brooklyn",684,"2-BR"
"1617",50223,"Brooklyn",1102,"2-BR"
"1618",52752,"Brooklyn",1028,"2-BR"
"1619",52752,"Brooklyn",230,"STUDIO"
"1620",52752,"Brooklyn",784.5,"1-BR"
"1621",52752,"Brooklyn",215,"STUDIO"
"1622",50059,"Brooklyn",1046,"2-BR"
"1623",50059,"Brooklyn",690,"1-BR"
"1624",50059,"Brooklyn",1025,"2-BR"
"1625",50059,"Brooklyn",836,"2-BR"
"1626",50059,"Brooklyn",844.5,"2-BR"
"1627",50059,"Brooklyn",847,"1-BR"
"1628",50059,"Brooklyn",866,"1-BR"
"1629",52737,"Brooklyn",950,"3-BR"
"1630",52737,"Brooklyn",1012.5,"3-BR"
"1631",58864,"Brooklyn",908.5,"3-BR"
"1632",58864,"Brooklyn",978,"2-BR"
"1633",53157,"Brooklyn",846,"4-BR"
"1634",53157,"Brooklyn",1447,"3-BR"
"1635",53157,"Brooklyn",1080.5,"4-BR"
"1636",52737,"Brooklyn",961,"2-BR"
"1637",52737,"Brooklyn",736.5,"2-BR"
"1638",52737,"Brooklyn",323,"1-BR"
"1639",52737,"Brooklyn",698,"1-BR"
"1640",53157,"Brooklyn",750,"3-BR"
"1641",53157,"Brooklyn",631,"3-BR"
"1642",53157,"Brooklyn",860,"4-BR"
"1643",53157,"Brooklyn",1590,"5-BR"
"1644",53157,"Brooklyn",1123,"2-BR"
"1645",53157,"Brooklyn",685,"3-BR"
"1646",53157,"Brooklyn",680,"2-BR"
"1647",53157,"Brooklyn",786,"2-BR"
"1648",53157,"Brooklyn",1292,"3-BR"
"1649",53157,"Brooklyn",750,"3-BR"
"1650",53157,"Brooklyn",749,"3-BR"
"1651",53157,"Brooklyn",750,"2-BR"
"1652",53157,"Brooklyn",1021,"3-BR"
"1653",52752,"Brooklyn",920,"3-BR"
"1654",52752,"Brooklyn",916.5,"2-BR"
"1655",50201,"Brooklyn",715,"2-BR"
"1656",50201,"Brooklyn",455,"1-BR"
"1657",50201,"Brooklyn",733,"4-BR"
"1658",50201,"Brooklyn",715,"4-BR"
"1659",50201,"Brooklyn",449,"1-BR"
"1660",50201,"Brooklyn",675.5,"3-BR"
"1661",50201,"Brooklyn",672,"2-BR"
"1662",50201,"Brooklyn",2538,"3-BR"
"1663",50201,"Brooklyn",637,"3-BR"
"1664",50201,"Brooklyn",2198,"2-BR"
"1665",53157,"Brooklyn",600,"1-BR"
"1666",53157,"Brooklyn",1021,"3-BR"
"1667",53157,"Brooklyn",862,"1-BR"
"1668",53157,"Brooklyn",860,"4-BR"
"1669",58864,"Brooklyn",948,"2-BR"
"1670",58864,"Brooklyn",711,"2-BR"
"1671",58864,"Brooklyn",940,"2-BR"
"1672",58864,"Brooklyn",546,"2-BR"
"1673",53011,"Brooklyn",1059,"2-BR"
"1674",53011,"Brooklyn",906,"2-BR"
"1675",52752,"Brooklyn",992,"2-BR"
"1676",52752,"Brooklyn",963,"2-BR"
"1677",52752,"Brooklyn",660,"1-BR"
"1678",52752,"Brooklyn",850,"2-BR"
"1679",52752,"Brooklyn",829,"2-BR"
"1680",52752,"Brooklyn",886,"2-BR"
"1681",50206,"Brooklyn",986.5,"1-BR"
"1682",50206,"Brooklyn",1085.5,"3-BR"
"1683",50206,"Brooklyn",1065.5,"3-BR"
"1684",50206,"Brooklyn",1067,"3-BR"
"1685",50206,"Brooklyn",1284,"4-BR"
"1686",50206,"Brooklyn",1474,"STUDIO"
"1687",50206,"Brooklyn",675,"2-BR"
"1688",50206,"Brooklyn",897.5,"2-BR"
"1689",50206,"Brooklyn",987,"4-BR"
"1690",50206,"Brooklyn",914.5,"2-BR"
"1691",50206,"Brooklyn",327.5,"1-BR"
"1692",50206,"Brooklyn",946,"2-BR"
"1693",50206,"Brooklyn",0,"2-BR"
"1694",50206,"Brooklyn",843,"3-BR"
"1695",50206,"Brooklyn",931,"4-BR"
"1696",50206,"Brooklyn",868,"3-BR"
"1697",50206,"Brooklyn",0,"STUDIO"
"1698",50206,"Brooklyn",637.5,"2-BR"
"1699",50206,"Brooklyn",714.5,"1-BR"
"1700",50206,"Brooklyn",867,"4-BR"
"1701",50206,"Brooklyn",916,"3-BR"
"1702",50206,"Brooklyn",1311,"STUDIO"
"1703",50206,"Brooklyn",733,"2-BR"
"1704",50206,"Brooklyn",1105.5,"4-BR"
"1705",50206,"Brooklyn",1064,"3-BR"
"1706",50206,"Brooklyn",745,"1-BR"
"1707",50206,"Brooklyn",1435,"4-BR"
"1708",50206,"Brooklyn",1026.5,"2-BR"
"1709",50206,"Brooklyn",771,"1-BR"
"1710",50206,"Brooklyn",1093,"3-BR"
"1711",50206,"Brooklyn",940,"1-BR"
"1712",50206,"Brooklyn",766,"2-BR"
"1713",52752,"Brooklyn",875,"2-BR"
"1714",52752,"Brooklyn",698,"1-BR"
"1715",53157,"Brooklyn",573,"2-BR"
"1716",53157,"Brooklyn",539,"1-BR"
"1717",52757,"Brooklyn",722,"1-BR"
"1718",52757,"Brooklyn",828,"2-BR"
"1719",52757,"Brooklyn",730,"STUDIO"
"1720",52757,"Brooklyn",1219,"3-BR"
"1721",52757,"Brooklyn",868.5,"2-BR"
"1722",52757,"Brooklyn",790,"2-BR"
"1723",52757,"Brooklyn",822.5,"2-BR"
"1724",52757,"Brooklyn",900,"1-BR"
"1725",52757,"Brooklyn",1157,"3-BR"
"1726",52757,"Brooklyn",1278,"STUDIO"
"1727",52757,"Brooklyn",801.5,"2-BR"
"1728",52757,"Brooklyn",294,"1-BR"
"1729",52757,"Brooklyn",1037,"1-BR"
"1730",52757,"Brooklyn",738,"3-BR"
"1731",52757,"Brooklyn",974,"3-BR"
"1732",52757,"Brooklyn",730.5,"2-BR"
"1733",52757,"Brooklyn",700,"1-BR"
"1734",52757,"Brooklyn",1013,"3-BR"
"1735",52757,"Brooklyn",830,"2-BR"
"1736",52757,"Brooklyn",789,"1-BR"
"1737",52757,"Brooklyn",918.5,"2-BR"
"1738",50193,"Brooklyn",871,"STUDIO"
"1739",50193,"Brooklyn",843,"1-BR"
"1740",50193,"Brooklyn",688.5,"STUDIO"
"1741",50193,"Brooklyn",1120,"2-BR"
"1742",50193,"Brooklyn",969,"2-BR"
"1743",50193,"Brooklyn",754,"STUDIO"
"1744",50193,"Brooklyn",517.5,"2-BR"
"1745",50193,"Brooklyn",473.5,"1-BR"
"1746",53157,"Brooklyn",750,"3-BR"
"1747",53157,"Brooklyn",685,"2-BR"
"1748",50059,"Brooklyn",836,"2-BR"
"1749",50059,"Brooklyn",963,"3-BR"
"1750",50059,"Brooklyn",963,"3-BR"
"1751",50059,"Brooklyn",1206,"3-BR"
"1752",50059,"Brooklyn",863,"2-BR"
"1753",50059,"Brooklyn",1182,"3-BR"
"1754",60431,"Brooklyn",1809,"1-BR"
"1755",60431,"Brooklyn",2221,"2-BR"
"1756",53157,"Brooklyn",586,"1-BR"
"1757",53157,"Brooklyn",685,"2-BR"
"1758",53157,"Brooklyn",664,"2-BR"
"1759",53157,"Brooklyn",685,"3-BR"
"1760",60434,"Queens",2450,"2-BR"
"1761",60434,"Queens",2450,"2-BR"
"1762",60434,"Queens",2450,"2-BR"
"1763",60434,"Queens",2450,"2-BR"
"1764",60434,"Queens",1750,"1-BR"
"1765",60434,"Queens",2450,"2-BR"
"1766",60434,"Queens",2825,"3-BR"
"1767",60434,"Queens",2450,"2-BR"
"1768",60434,"Queens",2450,"2-BR"
"1769",60434,"Queens",1750,"1-BR"
"1770",60434,"Queens",2825,"3-BR"
"1771",59117,"Staten Island",1698,"1-BR"
"1772",59117,"Staten Island",1190,"STUDIO"
"1773",59117,"Staten Island",1729,"2-BR"
"1774",59474,"Manhattan",908,"STUDIO"
"1775",59474,"Manhattan",1107,"2-BR"
"1776",58887,"Manhattan",943,"1-BR"
"1777",58887,"Manhattan",808,"2-BR"
"1778",58887,"Manhattan",792,"STUDIO"
"1779",58887,"Manhattan",892,"1-BR"
"1780",58887,"Manhattan",786,"2-BR"
"1781",58887,"Manhattan",842.5,"STUDIO"
"1782",60427,"Manhattan",2300,"STUDIO"
"1783",60427,"Manhattan",2404,"STUDIO"
"1784",60427,"Manhattan",2967,"1-BR"
"1785",60427,"Manhattan",2800,"1-BR"
"1786",60427,"Manhattan",2404,"STUDIO"
"1787",60427,"Manhattan",2800,"1-BR"
"1788",60427,"Manhattan",2300,"STUDIO"
"1789",60427,"Manhattan",4700,"3-BR"
"1790",60427,"Manhattan",5075,"3-BR"
"1791",60427,"Manhattan",3683,"2-BR"
"1792",60427,"Manhattan",3500,"2-BR"
"1793",60427,"Manhattan",2967,"1-BR"
"1794",60427,"Manhattan",4700,"3-BR"
"1795",60427,"Manhattan",3683,"2-BR"
"1796",60427,"Manhattan",2800,"1-BR"
"1797",60427,"Manhattan",5075,"3-BR"
"1798",60427,"Manhattan",2967,"1-BR"
"1799",60427,"Manhattan",3500,"2-BR"
"1800",52795,"Manhattan",1152,"1-BR"
"1801",52795,"Manhattan",1103,"STUDIO"
"1802",52795,"Manhattan",1372,"2-BR"
"1803",59946,"Manhattan",1288,"1-BR"
"1804",59946,"Manhattan",1170,"STUDIO"
"1805",59946,"Manhattan",1771,"2-BR"
"1806",59946,"Manhattan",1991,"3-BR"
"1807",59946,"Manhattan",1991,"3-BR"
"1808",59946,"Manhattan",1288,"1-BR"
"1809",59946,"Manhattan",1170,"STUDIO"
"1810",59946,"Manhattan",2093,"4-BR"
"1811",60049,"Manhattan",2050,"3-BR"
"1812",60049,"Manhattan",1593,"2-BR"
"1813",60049,"Manhattan",1593,"2-BR"
"1814",60049,"Manhattan",1368,"1-BR"
"1815",60049,"Manhattan",1241,"1-BR"
"1816",60049,"Manhattan",1243,"STUDIO"
"1817",60049,"Manhattan",1593,"2-BR"
"1818",60049,"Manhattan",1478,"2-BR"
"1819",60049,"Manhattan",1303,"STUDIO"
"1820",60049,"Manhattan",1368,"1-BR"
"1821",60049,"Manhattan",1307,"1-BR"
"1822",53437,"Bronx",1625,"3-BR"
"1823",53437,"Bronx",1444,"2-BR"
"1824",53437,"Bronx",1203,"1-BR"
"1825",52757,"Brooklyn",867.5,"2-BR"
"1826",52757,"Brooklyn",628.5,"STUDIO"
"1827",52757,"Brooklyn",845,"3-BR"
"1828",52757,"Brooklyn",701,"STUDIO"
"1829",52757,"Brooklyn",871,"2-BR"
"1830",52757,"Brooklyn",662,"STUDIO"
"1831",52757,"Brooklyn",924,"3-BR"
"1832",52757,"Brooklyn",820.5,"2-BR"
"1833",52757,"Brooklyn",931,"1-BR"
"1834",52757,"Brooklyn",1184,"4-BR"
"1835",52757,"Brooklyn",874,"3-BR"
"1836",52757,"Brooklyn",907,"1-BR"
"1837",52757,"Brooklyn",794,"2-BR"
"1838",52752,"Brooklyn",833,"2-BR"
"1839",52752,"Brooklyn",984,"2-BR"
"1840",52752,"Brooklyn",882,"2-BR"
"1841",52752,"Brooklyn",1127,"2-BR"
"1842",52752,"Brooklyn",786,"2-BR"
