"","Project.ID","Borough","MedianActualRent","BedroomSize"
"1843",52752,"Brooklyn",877.5,"2-BR"
"1844",52757,"Brooklyn",389,"1-BR"
"1845",52757,"Brooklyn",904,"1-BR"
"1846",52757,"Brooklyn",1065,"3-BR"
"1847",52757,"Brooklyn",502.5,"2-BR"
"1848",52757,"Brooklyn",868,"2-BR"
"1849",50193,"Brooklyn",577,"1-BR"
"1850",50193,"Brooklyn",445,"1-BR"
"1851",50193,"Brooklyn",805.5,"1-BR"
"1852",50193,"Brooklyn",886.5,"1-BR"
"1853",52757,"Brooklyn",787.5,"3-BR"
"1854",52757,"Brooklyn",828,"2-BR"
"1855",52757,"Brooklyn",636,"1-BR"
"1856",52757,"Brooklyn",805,"1-BR"
"1857",60431,"Brooklyn",2272,"3-BR"
"1858",60431,"Brooklyn",2221,"2-BR"
"1859",60431,"Brooklyn",1809,"1-BR"
"1860",50207,"Brooklyn",848,"3-BR"
"1861",50207,"Brooklyn",879.5,"3-BR"
"1862",50207,"Brooklyn",659,"2-BR"
"1863",50207,"Brooklyn",810,"2-BR"
"1864",50207,"Brooklyn",691,"1-BR"
"1865",50207,"Brooklyn",731,"2-BR"
"1866",50207,"Brooklyn",699,"2-BR"
"1867",50207,"Brooklyn",641,"3-BR"
"1868",52737,"Brooklyn",851.5,"2-BR"
"1869",52737,"Brooklyn",757.5,"2-BR"
"1870",52735,"Brooklyn",944.5,"2-BR"
"1871",52735,"Brooklyn",810,"1-BR"
"1872",52735,"Brooklyn",919,"1-BR"
"1873",52735,"Brooklyn",1257,"4-BR"
"1874",52735,"Brooklyn",1261,"3-BR"
"1875",52735,"Brooklyn",890,"1-BR"
"1876",52735,"Brooklyn",1500,"4-BR"
"1877",52735,"Brooklyn",2257,"3-BR"
"1878",52735,"Brooklyn",1226,"3-BR"
"1879",52735,"Brooklyn",1122,"3-BR"
"1880",52735,"Brooklyn",978,"2-BR"
"1881",52735,"Brooklyn",976,"2-BR"
"1882",52735,"Brooklyn",1758,"2-BR"
"1883",63373,"Queens",2100,"4-BR"
"1884",63373,"Queens",2350,"5-BR"
"1885",63373,"Queens",1825,"3-BR"
"1886",63373,"Queens",2100,"4-BR"
"1887",63373,"Queens",1825,"3-BR"
"1888",63373,"Queens",1825,"3-BR"
"1889",63373,"Queens",1584,"2-BR"
"1890",63373,"Queens",1658,"2-BR"
"1891",63373,"Queens",1825,"3-BR"
"1892",63373,"Queens",2350,"5-BR"
"1893",63373,"Queens",1825,"3-BR"
"1894",63373,"Queens",2100,"4-BR"
"1895",63373,"Queens",2100,"4-BR"
"1896",63373,"Queens",2350,"5-BR"
"1897",63373,"Queens",1825,"3-BR"
"1898",63373,"Queens",1584,"2-BR"
"1899",63373,"Queens",1400,"1-BR"
"1900",63373,"Queens",1336,"1-BR"
"1901",63373,"Queens",1658,"2-BR"
"1902",63373,"Queens",2100,"4-BR"
"1903",63373,"Queens",2350,"5-BR"
"1904",63373,"Queens",1825,"3-BR"
"1905",63373,"Queens",1825,"3-BR"
"1906",63373,"Queens",2100,"4-BR"
"1907",63373,"Queens",1658,"2-BR"
"1908",63373,"Queens",1658,"2-BR"
"1909",63373,"Queens",2350,"5-BR"
"1910",63373,"Queens",1825,"3-BR"
"1911",63373,"Queens",1825,"3-BR"
"1912",63373,"Queens",2350,"5-BR"
"1913",63373,"Queens",2350,"5-BR"
"1914",63373,"Queens",1825,"3-BR"
"1915",63373,"Queens",1825,"3-BR"
"1916",63373,"Queens",1825,"3-BR"
"1917",63373,"Queens",1825,"3-BR"
"1918",63373,"Queens",1584,"2-BR"
"1919",63373,"Queens",1825,"3-BR"
"1920",63373,"Queens",1658,"2-BR"
"1921",63373,"Queens",1825,"3-BR"
"1922",63373,"Queens",1400,"1-BR"
"1923",63373,"Queens",1584,"2-BR"
"1924",63373,"Queens",1336,"1-BR"
"1925",63373,"Queens",1150,"STUDIO"
"1926",63373,"Queens",1658,"2-BR"
"1927",63373,"Queens",1150,"STUDIO"
"1928",63373,"Queens",1658,"2-BR"
"1929",63373,"Queens",1150,"STUDIO"
"1930",63373,"Queens",1150,"STUDIO"
"1931",63373,"Queens",1400,"1-BR"
"1932",63373,"Queens",1336,"1-BR"
"1933",63373,"Queens",1584,"2-BR"
"1934",59117,"Staten Island",1698,"1-BR"
"1935",59117,"Staten Island",1729,"2-BR"
"1936",59117,"Staten Island",1190,"STUDIO"
"1937",59117,"Staten Island",1190,"STUDIO"
"1938",59117,"Staten Island",1698,"1-BR"
"1939",59117,"Staten Island",1729,"2-BR"
"1940",58863,"Bronx",0,"2-BR"
"1941",58863,"Bronx",761,"1-BR"
"1942",58863,"Bronx",598,"STUDIO"
"1943",60431,"Brooklyn",2221,"2-BR"
"1944",60431,"Brooklyn",1809,"1-BR"
"1945",58863,"Bronx",783,"1-BR"
"1946",58863,"Bronx",1139,"3-BR"
"1947",58863,"Bronx",941,"2-BR"
"1948",58863,"Bronx",927,"2-BR"
"1949",58863,"Bronx",1052,"3-BR"
"1950",50353,"Bronx",978,"2-BR"
"1951",50353,"Bronx",945,"3-BR"
"1952",51719,"Queens",1254,"1-BR"
"1953",51719,"Queens",1511,"2-BR"
"1954",51719,"Queens",1065,"2-BR"
"1955",51719,"Queens",558,"1-BR"
"1956",51719,"Queens",396,"1-BR"
"1957",51719,"Queens",870,"2-BR"
"1958",51719,"Queens",882,"1-BR"
"1959",51719,"Queens",676,"2-BR"
"1960",51719,"Queens",822,"STUDIO"
"1961",51719,"Queens",368,"STUDIO"
"1962",51719,"Queens",720,"1-BR"
"1963",51719,"Queens",482,"2-BR"
"1964",51719,"Queens",519,"STUDIO"
"1965",52467,"Bronx",412,"1-BR"
"1966",52467,"Bronx",410,"1-BR"
"1967",52467,"Bronx",1357,"1-BR"
"1968",44353,"Bronx",1109,"2-BR"
"1969",44319,"Brooklyn",1046,"2-BR"
"1970",44319,"Brooklyn",543,"1-BR"
"1971",44319,"Brooklyn",867,"1-BR"
"1972",52053,"Manhattan",2391,"1-BR"
"1973",52053,"Manhattan",1838,"2-BR"
"1974",52053,"Manhattan",2310,"2-BR"
"1975",52053,"Manhattan",1526,"STUDIO"
"1976",52053,"Manhattan",1208,"1-BR"
"1977",52053,"Manhattan",2877,"2-BR"
"1978",52053,"Manhattan",1458,"2-BR"
"1979",52053,"Manhattan",958,"STUDIO"
"1980",52053,"Manhattan",1683,"3-BR"
"1981",52053,"Manhattan",1525,"1-BR"
"1982",52053,"Manhattan",1211,"STUDIO"
"1983",52053,"Manhattan",1904,"STUDIO"
"1984",52053,"Manhattan",2120,"3-BR"
"1985",52053,"Manhattan",1918,"1-BR"
"1986",44324,"Manhattan",2391,"1-BR"
"1987",44324,"Manhattan",1838,"2-BR"
"1988",44324,"Manhattan",2310,"2-BR"
"1989",44324,"Manhattan",1526,"STUDIO"
"1990",44324,"Manhattan",1208,"1-BR"
"1991",44324,"Manhattan",2877,"2-BR"
"1992",44324,"Manhattan",1458,"2-BR"
"1993",44324,"Manhattan",958,"STUDIO"
"1994",44324,"Manhattan",1683,"3-BR"
"1995",44324,"Manhattan",1525,"1-BR"
"1996",44324,"Manhattan",1211,"STUDIO"
"1997",44324,"Manhattan",1904,"STUDIO"
"1998",44324,"Manhattan",2120,"3-BR"
"1999",44324,"Manhattan",1918,"1-BR"
"2000",44280,"Bronx",519,"STUDIO"
"2001",44280,"Bronx",551,"3-BR"
"2002",44280,"Bronx",1254,"1-BR"
"2003",44280,"Bronx",482,"2-BR"
"2004",44280,"Bronx",1740,"3-BR"
"2005",44280,"Bronx",775,"3-BR"
"2006",44280,"Bronx",396,"1-BR"
"2007",44280,"Bronx",1511,"2-BR"
"2008",44280,"Bronx",996,"STUDIO"
"2009",44280,"Bronx",720,"1-BR"
"2010",44280,"Bronx",882,"1-BR"
"2011",44280,"Bronx",676,"2-BR"
"2012",44280,"Bronx",1000,"3-BR"
"2013",44280,"Bronx",1065,"2-BR"
"2014",44280,"Bronx",558,"1-BR"
"2015",44280,"Bronx",1224,"3-BR"
"2016",44280,"Bronx",870,"2-BR"
"2017",44280,"Bronx",822,"STUDIO"
"2018",44280,"Bronx",670,"STUDIO"
"2019",51299,"Brooklyn",847,"1-BR"
"2020",51299,"Brooklyn",494,"STUDIO"
"2021",51299,"Brooklyn",1182,"3-BR"
"2022",51299,"Brooklyn",963,"3-BR"
"2023",51299,"Brooklyn",690,"1-BR"
"2024",51299,"Brooklyn",788,"STUDIO"
"2025",51299,"Brooklyn",532,"1-BR"
"2026",51299,"Brooklyn",1025,"2-BR"
"2027",51299,"Brooklyn",647,"2-BR"
"2028",51299,"Brooklyn",836,"2-BR"
"2029",51299,"Brooklyn",641,"STUDIO"
"2030",51299,"Brooklyn",745,"3-BR"
"2031",45326,"Bronx",788,"STUDIO"
"2032",45326,"Bronx",1458,"2-BR"
"2033",45326,"Bronx",1683,"3-BR"
"2034",45326,"Bronx",1025,"2-BR"
"2035",45326,"Bronx",1182,"3-BR"
"2036",45326,"Bronx",1208,"1-BR"
"2037",45326,"Bronx",847,"1-BR"
"2038",48731,"Bronx",935,"3-BR"
"2039",48731,"Bronx",847,"1-BR"
"2040",48731,"Bronx",940.5,"2-BR"
"2041",48731,"Bronx",788,"STUDIO"
"2042",48731,"Bronx",903,"4-BR"
"2043",48731,"Bronx",1082,"2-BR"
"2044",48731,"Bronx",854,"1-BR"
"2045",59946,"Manhattan",1576,"3-BR"
"2046",59946,"Manhattan",1075,"1-BR"
"2047",59946,"Manhattan",1455,"2-BR"
"2048",60434,"Queens",2450,"2-BR"
"2049",49722,"Brooklyn",749,"3-BR"
"2050",49722,"Brooklyn",1009,"3-BR"
"2051",49722,"Brooklyn",972,"3-BR"
"2052",49722,"Brooklyn",801,"STUDIO"
"2053",49722,"Brooklyn",849,"2-BR"
"2054",49722,"Brooklyn",1196,"3-BR"
"2055",49722,"Brooklyn",655,"2-BR"
"2056",49722,"Brooklyn",861,"1-BR"
"2057",49722,"Brooklyn",783,"3-BR"
"2058",49722,"Brooklyn",699,"1-BR"
"2059",49722,"Brooklyn",538,"1-BR"
"2060",49722,"Brooklyn",1042,"2-BR"
"2061",49722,"Brooklyn",849,"2-BR"
"2062",49722,"Brooklyn",861,"1-BR"
"2063",49722,"Brooklyn",801,"STUDIO"
"2064",49722,"Brooklyn",1196,"3-BR"
"2065",49722,"Brooklyn",749,"3-BR"
"2066",49722,"Brooklyn",699,"1-BR"
"2067",49722,"Brooklyn",655,"2-BR"
"2068",49722,"Brooklyn",651,"STUDIO"
"2069",49722,"Brooklyn",1042,"2-BR"
"2070",49722,"Brooklyn",500,"STUDIO"
"2071",49722,"Brooklyn",538,"1-BR"
"2072",49722,"Brooklyn",764,"3-BR"
"2073",49722,"Brooklyn",849,"2-BR"
"2074",49722,"Brooklyn",972,"3-BR"
"2075",49722,"Brooklyn",749,"3-BR"
"2076",49722,"Brooklyn",699,"1-BR"
"2077",49722,"Brooklyn",538,"1-BR"
"2078",49722,"Brooklyn",655,"2-BR"
"2079",49722,"Brooklyn",1196,"3-BR"
"2080",49722,"Brooklyn",991,"3-BR"
"2081",49722,"Brooklyn",600,"STUDIO"
"2082",49722,"Brooklyn",1042,"2-BR"
"2083",49722,"Brooklyn",861,"1-BR"
"2084",49588,"Manhattan",2887.5,"STUDIO"
"2085",49588,"Manhattan",1164,"STUDIO"
"2086",49588,"Manhattan",950,"STUDIO"
"2087",49588,"Manhattan",1492,"STUDIO"
"2088",50495,"Queens",1364,"2-BR"
"2089",50495,"Queens",706,"1-BR"
"2090",45303,"Brooklyn",959,"1-BR"
"2091",45303,"Brooklyn",1376,"3-BR"
"2092",45303,"Brooklyn",825.5,"STUDIO"
"2093",45303,"Brooklyn",1157.5,"2-BR"
"2094",44348,"Bronx",671,"2-BR"
"2095",44348,"Bronx",1226,"3-BR"
"2096",44348,"Bronx",1226,"3-BR"
"2097",44348,"Bronx",671,"2-BR"
"2098",52610,"Bronx",671,"2-BR"
"2099",52610,"Bronx",1226,"3-BR"
"2100",52610,"Bronx",1226,"3-BR"
"2101",52610,"Bronx",671,"2-BR"
"2102",51357,"Manhattan",2783,"2-BR"
"2103",51357,"Manhattan",1916,"1-BR"
"2104",51357,"Manhattan",854,"2-BR"
"2105",51357,"Manhattan",1916,"STUDIO"
"2106",51357,"Manhattan",665,"2-BR"
"2107",51357,"Manhattan",655,"STUDIO"
"2108",51357,"Manhattan",2312,"1-BR"
"2109",51357,"Manhattan",862,"1-BR"
"2110",51357,"Manhattan",705,"1-BR"
"2111",51357,"Manhattan",508,"STUDIO"
"2112",51357,"Manhattan",547,"1-BR"
"2113",51357,"Manhattan",2312,"STUDIO"
"2114",51357,"Manhattan",1042,"2-BR"
"2115",51357,"Manhattan",802,"STUDIO"
"2116",54909,"Brooklyn",917,"2-BR"
"2117",54909,"Brooklyn",1289,"3-BR"
"2118",54909,"Brooklyn",707,"STUDIO"
"2119",54909,"Brooklyn",759,"1-BR"
"2120",54909,"Brooklyn",589,"1-BR"
"2121",54909,"Brooklyn",509,"2-BR"
"2122",54909,"Brooklyn",389,"STUDIO"
"2123",54909,"Brooklyn",1121,"2-BR"
"2124",54909,"Brooklyn",582,"3-BR"
"2125",54909,"Brooklyn",713,"2-BR"
"2126",54909,"Brooklyn",548,"STUDIO"
"2127",54909,"Brooklyn",419,"1-BR"
"2128",54909,"Brooklyn",707,"STUDIO"
"2129",54909,"Brooklyn",817,"3-BR"
"2130",54909,"Brooklyn",1121,"2-BR"
"2131",54909,"Brooklyn",929,"1-BR"
"2132",54909,"Brooklyn",1053,"3-BR"
"2133",48879,"Queens",2280,"2-BR"
"2134",48879,"Queens",2246,"2-BR"
"2135",48879,"Queens",1409,"2-BR"
"2136",48879,"Queens",1169,"1-BR"
"2137",48879,"Queens",895,"STUDIO"
"2138",48879,"Queens",1908,"1-BR"
"2139",48879,"Queens",2651,"3-BR"
"2140",48879,"Queens",1375,"2-BR"
"2141",48879,"Queens",1476,"STUDIO"
"2142",48879,"Queens",1621,"3-BR"
"2143",48879,"Queens",931,"STUDIO"
"2144",48879,"Queens",1861,"1-BR"
"2145",48879,"Queens",1135,"1-BR"
"2146",48879,"Queens",2586,"3-BR"
"2147",48879,"Queens",0,"2-BR"
"2148",48879,"Queens",2246,"2-BR"
"2149",48879,"Queens",1581,"3-BR"
"2150",48879,"Queens",1513,"STUDIO"
"2151",52223,"Bronx",1665,"STUDIO"
"2152",44319,"Brooklyn",864,"1-BR"
"2153",44319,"Brooklyn",543,"1-BR"
"2154",44319,"Brooklyn",952,"1-BR"
"2155",44319,"Brooklyn",1594,"2-BR"
"2156",44319,"Brooklyn",604,"1-BR"
"2157",44319,"Brooklyn",1149,"2-BR"
"2158",44319,"Brooklyn",1051,"2-BR"
"2159",44319,"Brooklyn",868,"1-BR"
"2160",44319,"Brooklyn",2051,"3-BR"
"2161",44319,"Brooklyn",1602,"2-BR"
"2162",44319,"Brooklyn",1212,"3-BR"
"2163",44319,"Brooklyn",1377,"1-BR"
"2164",63775,"Queens",354.5,"1-BR"
"2165",63775,"Queens",1660,"2-BR"
"2166",63775,"Queens",605,"1-BR"
"2167",63775,"Queens",1910,"3-BR"
"2168",63775,"Queens",1660,"2-BR"
"2169",63775,"Queens",843,"3-BR"
"2170",63775,"Queens",1091,"STUDIO"
"2171",63775,"Queens",1375,"1-BR"
"2172",63775,"Queens",521,"2-BR"
"2173",63775,"Queens",273,"STUDIO"
"2174",63775,"Queens",475,"STUDIO"
"2175",63775,"Queens",1166,"2-BR"
"2176",63775,"Queens",1091,"3-BR"
"2177",63775,"Queens",618,"STUDIO"
"2178",63775,"Queens",784,"1-BR"
"2179",63775,"Queens",951,"2-BR"
"2180",63775,"Queens",512,"3-BR"
"2181",63775,"Queens",736,"2-BR"
"2182",63775,"Queens",1339,"3-BR"
"2183",63775,"Queens",761,"STUDIO"
"2184",63775,"Queens",963,"1-BR"
"2185",53273,"Bronx",1224,"3-BR"
"2186",53273,"Bronx",775,"3-BR"
"2187",53273,"Bronx",1065,"2-BR"
"2188",53273,"Bronx",720,"1-BR"
"2189",53273,"Bronx",396,"1-BR"
"2190",53273,"Bronx",882,"1-BR"
"2191",53273,"Bronx",822,"STUDIO"
"2192",53273,"Bronx",558,"1-BR"
"2193",53273,"Bronx",676,"2-BR"
"2194",53273,"Bronx",551,"3-BR"
"2195",53273,"Bronx",482,"2-BR"
"2196",53273,"Bronx",1000,"3-BR"
"2197",53273,"Bronx",670,"STUDIO"
"2198",53273,"Bronx",519,"STUDIO"
"2199",53273,"Bronx",368,"STUDIO"
"2200",53273,"Bronx",870,"2-BR"
"2201",52782,"Brooklyn",720,"1-BR"
"2202",52782,"Brooklyn",1224,"3-BR"
"2203",52782,"Brooklyn",1481,"2-BR"
"2204",52782,"Brooklyn",1249,"1-BR"
"2205",52782,"Brooklyn",676,"1-BR"
"2206",52782,"Brooklyn",882,"1-BR"
"2207",52782,"Brooklyn",1065,"2-BR"
"2208",52782,"Brooklyn",870,"2-BR"
"2209",44388,"Bronx",1254,"1-BR"
"2210",44388,"Bronx",1065,"2-BR"
"2211",44388,"Bronx",1740,"3-BR"
"2212",44388,"Bronx",1511,"2-BR"
"2213",44388,"Bronx",882,"1-BR"
"2214",44388,"Bronx",1224,"3-BR"
"2215",44388,"Bronx",493,"STUDIO"
"2216",46143,"Bronx",870,"2-BR"
"2217",46143,"Bronx",1000,"3-BR"
"2218",46143,"Bronx",1065,"2-BR"
"2219",46143,"Bronx",1647,"2-BR"
"2220",46143,"Bronx",1369,"1-BR"
"2221",46143,"Bronx",551,"3-BR"
"2222",46143,"Bronx",882,"1-BR"
"2223",46143,"Bronx",482,"2-BR"
"2224",46143,"Bronx",775,"3-BR"
"2225",46143,"Bronx",558,"1-BR"
"2226",46143,"Bronx",822,"STUDIO"
"2227",46143,"Bronx",720,"1-BR"
"2228",46143,"Bronx",676,"2-BR"
"2229",46143,"Bronx",396,"1-BR"
"2230",46143,"Bronx",1224,"3-BR"
"2231",46143,"Bronx",1898,"3-BR"
"2232",50655,"Brooklyn",1223,"3-BR"
"2233",50655,"Brooklyn",977.5,"2-BR"
"2234",50655,"Brooklyn",1348,"1-BR"
"2235",50655,"Brooklyn",1577,"1-BR"
"2236",50655,"Brooklyn",1064,"2-BR"
"2237",50655,"Brooklyn",1254,"STUDIO"
"2238",50655,"Brooklyn",1254,"STUDIO"
"2239",50655,"Brooklyn",721,"1-BR"
"2240",50655,"Brooklyn",2056,"3-BR"
"2241",50655,"Brooklyn",1899,"2-BR"
"2242",50655,"Brooklyn",1223,"3-BR"
"2243",50655,"Brooklyn",1223,"3-BR"
"2244",50655,"Brooklyn",1064,"2-BR"
"2245",50655,"Brooklyn",678.5,"STUDIO"
"2246",50655,"Brooklyn",820,"STUDIO"
"2247",50655,"Brooklyn",871,"2-BR"
"2248",50655,"Brooklyn",881,"1-BR"
"2249",50655,"Brooklyn",820,"STUDIO"
"2250",50655,"Brooklyn",2056,"3-BR"
"2251",50655,"Brooklyn",1899,"2-BR"
"2252",50655,"Brooklyn",820,"STUDIO"
"2253",50655,"Brooklyn",1577,"1-BR"
"2254",50655,"Brooklyn",881,"1-BR"
"2255",50655,"Brooklyn",1597,"2-BR"
"2256",50655,"Brooklyn",1001,"3-BR"
"2257",50655,"Brooklyn",1223,"3-BR"
"2258",50655,"Brooklyn",871,"2-BR"
"2259",50655,"Brooklyn",1064,"2-BR"
"2260",50655,"Brooklyn",881,"1-BR"
"2261",50655,"Brooklyn",670,"STUDIO"
"2262",50655,"Brooklyn",881,"1-BR"
"2263",50655,"Brooklyn",1001,"3-BR"
"2264",50655,"Brooklyn",820,"STUDIO"
"2265",50655,"Brooklyn",1597,"1-BR"
"2266",50655,"Brooklyn",1072,"2-BR"
"2267",50655,"Brooklyn",721,"1-BR"
"2268",44357,"Manhattan",1292,"3-BR"
"2269",44357,"Manhattan",867,"STUDIO"
"2270",44357,"Manhattan",1224,"3-BR"
"2271",44357,"Manhattan",512,"3-BR"
"2272",44357,"Manhattan",1123,"2-BR"
"2273",44357,"Manhattan",882,"STUDIO"
"2274",44357,"Manhattan",882,"1-BR"
"2275",44357,"Manhattan",1125,"STUDIO"
"2276",44357,"Manhattan",1196,"STUDIO"
"2277",44357,"Manhattan",1065,"2-BR"
"2278",44357,"Manhattan",1417,"STUDIO"
"2279",44357,"Manhattan",1706,"2-BR"
"2280",44357,"Manhattan",1417,"1-BR"
"2281",44357,"Manhattan",215,"STUDIO"
"2282",44357,"Manhattan",283,"1-BR"
"2283",44357,"Manhattan",425,"2-BR"
"2284",44357,"Manhattan",0,"2-BR"
"2285",44357,"Manhattan",1904,"3-BR"
"2286",44357,"Manhattan",1481,"2-BR"
"2287",44357,"Manhattan",1249,"1-BR"
"2288",44357,"Manhattan",931,"1-BR"
"2289",50942,"Bronx",1065,"2-BR"
"2290",50942,"Bronx",775,"3-BR"
"2291",50942,"Bronx",1224,"3-BR"
"2292",50942,"Bronx",822,"STUDIO"
"2293",50942,"Bronx",1000,"3-BR"
"2294",50942,"Bronx",1965,"3-BR"
"2295",50942,"Bronx",670,"STUDIO"
"2296",50942,"Bronx",519,"STUDIO"
"2297",50942,"Bronx",882,"1-BR"
"2298",50942,"Bronx",676,"2-BR"
"2299",50942,"Bronx",1849,"3-BR"
"2300",50942,"Bronx",1740,"3-BR"
"2301",50942,"Bronx",870,"2-BR"
"2302",50942,"Bronx",1706,"2-BR"
"2303",50942,"Bronx",1439,"2-BR"
"2304",50942,"Bronx",720,"1-BR"
"2305",50942,"Bronx",558,"1-BR"
"2306",50942,"Bronx",1254,"1-BR"
"2307",50942,"Bronx",762,"STUDIO"
"2308",50942,"Bronx",1511,"2-BR"
"2309",50942,"Bronx",1208,"1-BR"
"2310",50942,"Bronx",996,"STUDIO"
"2311",50509,"Bronx",2190,"3-BR"
"2312",50509,"Bronx",996,"STUDIO"
"2313",50509,"Bronx",1511,"2-BR"
"2314",50509,"Bronx",1065,"2-BR"
"2315",50509,"Bronx",1254,"1-BR"
"2316",50509,"Bronx",0,"1-BR"
"2317",50509,"Bronx",1224,"3-BR"
"2318",50509,"Bronx",1579,"1-BR"
"2319",50509,"Bronx",1740,"3-BR"
"2320",50509,"Bronx",1900,"2-BR"
"2321",50509,"Bronx",1250,"STUDIO"
"2322",50509,"Bronx",882,"1-BR"
"2323",50509,"Bronx",822,"STUDIO"
"2324",52415,"Bronx",1059,"STUDIO"
"2325",52415,"Bronx",1300,"2-BR"
"2326",52415,"Bronx",1196,"STUDIO"
"2327",55036,"Bronx",860,"STUDIO"
"2328",55036,"Bronx",1114,"2-BR"
"2329",55036,"Bronx",512,"3-BR"
"2330",55036,"Bronx",923,"1-BR"
"2331",55036,"Bronx",1281,"3-BR"
"2332",55036,"Bronx",425,"2-BR"
"2333",55036,"Bronx",283,"1-BR"
"2334",55050,"Bronx",1224,"3-BR"
"2335",55050,"Bronx",822,"STUDIO"
"2336",55050,"Bronx",882,"1-BR"
"2337",55050,"Bronx",1065,"2-BR"
"2338",57772,"Staten Island",1446,"STUDIO"
"2339",57772,"Staten Island",1486,"1-BR"
"2340",58955,"Bronx",389,"STUDIO"
"2341",58955,"Bronx",759,"1-BR"
"2342",58955,"Bronx",2066,"3-BR"
"2343",58955,"Bronx",1289,"3-BR"
"2344",58955,"Bronx",1121,"2-BR"
"2345",58955,"Bronx",1591,"2-BR"
"2346",58955,"Bronx",1795,"2-BR"
"2347",58955,"Bronx",1049,"STUDIO"
"2348",58955,"Bronx",929,"1-BR"
"2349",58955,"Bronx",1320,"1-BR"
"2350",55036,"Bronx",425,"2-BR"
"2351",55036,"Bronx",1281,"3-BR"
"2352",55036,"Bronx",923,"1-BR"
"2353",55036,"Bronx",512,"3-BR"
"2354",55036,"Bronx",1114,"2-BR"
"2355",55036,"Bronx",860,"STUDIO"
"2356",55036,"Bronx",283,"1-BR"
"2357",58733,"Bronx",2250,"3-BR"
"2358",58733,"Bronx",1121,"2-BR"
"2359",58733,"Bronx",1254,"STUDIO"
"2360",58733,"Bronx",865,"STUDIO"
"2361",58733,"Bronx",1308,"3-BR"
"2362",58733,"Bronx",1760,"3-BR"
"2363",58733,"Bronx",1969,"4-BR"
"2364",58733,"Bronx",1442,"4-BR"
"2365",58733,"Bronx",1969,"4-BR"
"2366",58733,"Bronx",929,"1-BR"
"2367",58733,"Bronx",1529,"2-BR"
"2368",58733,"Bronx",1760,"3-BR"
"2369",58733,"Bronx",952,"1-BR"
"2370",58733,"Bronx",1524,"1-BR"
"2371",58733,"Bronx",1269,"1-BR"
"2372",58733,"Bronx",1530,"2-BR"
"2373",58733,"Bronx",1270,"1-BR"
"2374",58733,"Bronx",1967,"3-BR"
"2375",58733,"Bronx",1529,"2-BR"
"2376",58733,"Bronx",929,"1-BR"
"2377",58733,"Bronx",1774,"2-BR"
"2378",58733,"Bronx",1495,"STUDIO"
"2379",58733,"Bronx",1121,"2-BR"
"2380",58733,"Bronx",1442,"4-BR"
"2381",58733,"Bronx",1317,"1-BR"
"2382",58733,"Bronx",1289,"3-BR"
"2383",58733,"Bronx",865,"STUDIO"
"2384",59946,"Manhattan",1288,"1-BR"
"2385",59946,"Manhattan",1991,"3-BR"
"2386",59946,"Manhattan",1170,"STUDIO"
"2387",59946,"Manhattan",1170,"STUDIO"
"2388",59946,"Manhattan",1288,"1-BR"
"2389",59946,"Manhattan",1771,"2-BR"
"2390",59946,"Manhattan",1991,"3-BR"
"2391",59946,"Manhattan",1991,"3-BR"
"2392",59946,"Manhattan",1170,"STUDIO"
"2393",59946,"Manhattan",1288,"1-BR"
"2394",59946,"Manhattan",1771,"2-BR"
"2395",59946,"Manhattan",1771,"2-BR"
"2396",59946,"Manhattan",1170,"STUDIO"
"2397",59946,"Manhattan",1288,"1-BR"
"2398",59946,"Manhattan",1991,"3-BR"
"2399",59946,"Manhattan",2093,"4-BR"
"2400",59946,"Manhattan",1170,"STUDIO"
"2401",59946,"Manhattan",1991,"3-BR"
"2402",59946,"Manhattan",1288,"1-BR"
"2403",52435,"Manhattan",1254,"1-BR"
"2404",52435,"Manhattan",882,"1-BR"
"2405",52435,"Manhattan",558,"1-BR"
"2406",49722,"Brooklyn",861,"1-BR"
"2407",49722,"Brooklyn",1016,"3-BR"
"2408",49722,"Brooklyn",783,"3-BR"
"2409",49722,"Brooklyn",849,"2-BR"
"2410",49722,"Brooklyn",972,"3-BR"
"2411",49722,"Brooklyn",699,"1-BR"
"2412",49722,"Brooklyn",538,"1-BR"
"2413",49722,"Brooklyn",655,"2-BR"
"2414",49722,"Brooklyn",749,"3-BR"
"2415",49722,"Brooklyn",500,"STUDIO"
"2416",49722,"Brooklyn",651,"STUDIO"
"2417",49722,"Brooklyn",1042,"2-BR"
"2418",49722,"Brooklyn",1196,"3-BR"
"2419",49722,"Brooklyn",801,"STUDIO"
"2420",49722,"Brooklyn",1009,"3-BR"
"2421",60249,"Bronx",1320,"1-BR"
"2422",60249,"Bronx",589,"1-BR"
"2423",60249,"Bronx",1591,"2-BR"
"2424",60249,"Bronx",1967,"3-BR"
"2425",60249,"Bronx",817,"3-BR"
"2426",60249,"Bronx",713,"2-BR"
"2427",60249,"Bronx",1317,"1-BR"
"2428",60249,"Bronx",1530,"2-BR"
"2429",60249,"Bronx",1831,"3-BR"
"2430",60249,"Bronx",548,"STUDIO"
"2431",60249,"Bronx",1320,"1-BR"
"2432",60249,"Bronx",548,"STUDIO"
"2433",60249,"Bronx",713,"2-BR"
"2434",60249,"Bronx",1049,"STUDIO"
"2435",60249,"Bronx",1049,"STUDIO"
"2436",60249,"Bronx",589,"1-BR"
"2437",60249,"Bronx",1831,"3-BR"
"2438",60249,"Bronx",1591,"2-BR"
"2439",60249,"Bronx",817,"3-BR"
